capital_sociallicitacoes,atividade_principal_code,tipo,situacao,natureza_juridica,participacoes,vitorias,class
?,96.03-3-04,MATRIZ,ATIVA,213-5,3,3,NAO
50000,49.21-3-02,MATRIZ,ATIVA,206-2,2,2,NAO
25000,08.10-0-06,MATRIZ,ATIVA,213-5,4,4,NAO
50000,46.44-3-01,MATRIZ,ATIVA,213-5,6,6,NAO
6250,47.51-2-01,MATRIZ,ATIVA,206-2,3,3,NAO
?,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
?,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
?,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
25000,45.30-7-03,MATRIZ,ATIVA,213-5,2,2,NAO
100000,47.31-8-00,MATRIZ,ATIVA,206-2,3,3,NAO
300000,41.20-4-00,MATRIZ,ATIVA,230-5,2,2,NAO
?,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
100000,85.99-6-04,MATRIZ,ATIVA,206-2,10,9,NAO
200000,46.44-3-01,MATRIZ,ATIVA,206-2,21,19,NAO
60000,61.10-8-03,MATRIZ,ATIVA,213-5,14,14,NAO
?,47.44-0-99,MATRIZ,ATIVA,213-5,3,3,NAO
?,47.31-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
?,18.12-1-00,MATRIZ,ATIVA,206-2,2,2,NAO
70000,18.22-9-99,MATRIZ,ATIVA,206-2,7,6,NAO
300000,41.20-4-00,MATRIZ,ATIVA,206-2,7,2,NAO
?,46.32-0-03,MATRIZ,ATIVA,213-5,58,37,NAO
95000,14.12-6-02,MATRIZ,ATIVA,230-5,10,6,NAO
?,47.44-0-99,MATRIZ,ATIVA,213-5,7,7,NAO
250000,42.13-8-00,MATRIZ,ATIVA,206-2,9,9,NAO
?,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
100000,47.13-0-02,MATRIZ,ATIVA,213-5,6,5,SIM
80000,90.01-9-99,MATRIZ,ATIVA,230-5,2,1,NAO
1000000,46.64-8-00,MATRIZ,ATIVA,206-2,3,0,NAO
500000,62.03-1-00,MATRIZ,ATIVA,206-2,145,145,NAO
1000000,38.12-2-00,MATRIZ,ATIVA,230-5,23,20,NAO
100000,61.90-6-01,MATRIZ,ATIVA,206-2,8,6,NAO
200000,43.13-4-00,MATRIZ,ATIVA,206-2,3,3,NAO
100000,47.12-1-00,MATRIZ,ATIVA,213-5,3,3,NAO
40000,47.31-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
10000,46.45-1-03,MATRIZ,ATIVA,213-5,6,6,NAO
98000,77.11-0-00,MATRIZ,ATIVA,213-5,6,1,NAO
50000,47.31-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
10000,47.84-9-00,MATRIZ,ATIVA,213-5,3,4,NAO
30000,47.44-0-99,MATRIZ,ATIVA,206-2,2,2,NAO
30000,46.79-6-99,MATRIZ,ATIVA,213-5,8,8,NAO
600000,41.20-4-00,MATRIZ,ATIVA,206-2,28,16,NAO
120000,86.40-2-02,MATRIZ,ATIVA,206-2,3,3,NAO
8000,47.51-2-01,MATRIZ,ATIVA,213-5,12,12,NAO
10000,47.51-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
1000000,46.44-3-01,MATRIZ,ATIVA,206-2,5,4,NAO
?,18.13-0-01,MATRIZ,ATIVA,206-2,3,3,NAO
10000,96.03-3-04,MATRIZ,ATIVA,213-5,2,3,NAO
10000,18.13-0-99,MATRIZ,ATIVA,213-5,3,3,NAO
90000,47.22-9-01,MATRIZ,ATIVA,213-5,4,4,NAO
200000,47.61-0-01,MATRIZ,ATIVA,206-2,2,2,NAO
20000,47.22-9-01,FILIAL,ATIVA,213-5,13,5,NAO
50000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
30000,77.33-1-00,MATRIZ,ATIVA,206-2,5,4,NAO
80000,47.44-0-99,MATRIZ,ATIVA,206-2,2,2,NAO
80000,82.30-0-01,MATRIZ,ATIVA,206-2,2,1,NAO
80000,46.61-3-00,MATRIZ,ATIVA,206-2,3,4,NAO
20000,47.73-3-00,MATRIZ,ATIVA,213-5,2,2,NAO
8000,47.51-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
50000,47.11-3-02,MATRIZ,ATIVA,213-5,2,2,NAO
5000000,43.30-4-04,MATRIZ,ATIVA,206-2,13,9,NAO
20000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
20000,47.44-0-99,MATRIZ,ATIVA,213-5,3,2,NAO
50000,23.30-3-01,MATRIZ,ATIVA,213-5,2,2,NAO
1000000,46.32-0-03,MATRIZ,ATIVA,206-2,7,7,NAO
200000,41.20-4-00,MATRIZ,ATIVA,206-2,3,3,NAO
500000,08.10-0-99,MATRIZ,ATIVA,206-2,4,4,NAO
50000,47.71-7-01,MATRIZ,ATIVA,206-2,2,2,NAO
1000000,46.93-1-00,MATRIZ,ATIVA,206-2,8,5,NAO
10000,71.12-0-00,MATRIZ,ATIVA,206-2,2,1,NAO
20000,18.13-0-01,MATRIZ,ATIVA,206-2,5,4,NAO
801000,61.90-6-01,MATRIZ,ATIVA,206-2,3,2,NAO
30000,47.22-9-01,MATRIZ,ATIVA,206-2,4,5,NAO
5000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
100000,45.30-7-03,MATRIZ,ATIVA,206-2,7,6,NAO
50000,41.20-4-00,MATRIZ,ATIVA,213-5,4,4,NAO
250000,47.89-0-99,MATRIZ,ATIVA,206-2,3,3,NAO
30000,47.31-8-00,MATRIZ,ATIVA,206-2,3,3,NAO
15000,47.61-0-03,MATRIZ,ATIVA,213-5,3,3,NAO
60000,45.30-7-03,MATRIZ,ATIVA,206-2,3,3,NAO
60000,47.31-8-00,MATRIZ,ATIVA,206-2,14,15,NAO
50000,79.11-2-00,MATRIZ,ATIVA,206-2,10,10,NAO
10000,47.53-9-00,MATRIZ,ATIVA,213-5,2,1,NAO
20000,77.11-0-00,MATRIZ,ATIVA,213-5,10,9,NAO
200000,41.20-4-00,MATRIZ,ATIVA,230-5,4,3,NAO
4000,58.29-8-00,MATRIZ,ATIVA,213-5,5,5,NAO
50000,47.31-8-00,MATRIZ,ATIVA,206-2,3,3,NAO
30000,10.91-1-02,MATRIZ,ATIVA,206-2,2,2,NAO
100000,45.30-7-05,MATRIZ,ATIVA,230-5,9,7,NAO
200000,43.21-5-00,MATRIZ,ATIVA,206-2,3,0,NAO
20000,47.44-0-99,MATRIZ,ATIVA,213-5,5,5,NAO
10000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
30000,47.44-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
5000,86.40-2-01,MATRIZ,ATIVA,206-2,8,8,NAO
50000,45.30-7-03,MATRIZ,ATIVA,206-2,18,15,NAO
500000,42.13-8-00,MATRIZ,ATIVA,213-5,2,1,NAO
70000,46.64-8-00,MATRIZ,ATIVA,206-2,41,38,NAO
48000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
200000,43.13-4-00,MATRIZ,ATIVA,206-2,2,1,NAO
100000,69.20-6-01,MATRIZ,ATIVA,230-5,5,3,NAO
10000,47.31-8-00,MATRIZ,ATIVA,206-2,5,0,NAO
150000,42.13-8-00,MATRIZ,ATIVA,206-2,3,2,NAO
8000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,SIM
30000,77.11-0-00,MATRIZ,ATIVA,213-5,3,3,NAO
120000,46.45-1-01,MATRIZ,ATIVA,206-2,76,73,NAO
1000000,41.20-4-00,MATRIZ,ATIVA,206-2,21,8,NAO
10000,47.42-3-00,MATRIZ,ATIVA,213-5,2,2,NAO
200000,79.11-2-00,MATRIZ,ATIVA,206-2,2,1,NAO
15000,61.90-6-01,MATRIZ,ATIVA,206-2,4,3,NAO
5000,47.44-0-99,MATRIZ,ATIVA,206-2,3,3,NAO
15000,10.91-1-02,MATRIZ,ATIVA,213-5,2,2,NAO
6000,55.10-8-01,MATRIZ,ATIVA,206-2,2,2,NAO
10000,61.90-6-01,MATRIZ,ATIVA,206-2,5,3,NAO
100000,47.31-8-00,MATRIZ,ATIVA,206-2,3,3,NAO
50000,14.12-6-01,MATRIZ,ATIVA,206-2,7,5,NAO
80000,47.55-5-02,MATRIZ,ATIVA,230-5,64,63,NAO
78800,41.20-4-00,MATRIZ,ATIVA,230-5,2,2,NAO
400000,46.61-3-00,MATRIZ,ATIVA,206-2,10,6,NAO
25000,90.01-9-99,MATRIZ,ATIVA,206-2,10,8,NAO
20000,61.90-6-01,MATRIZ,ATIVA,206-2,7,3,SIM
30000,47.31-8-00,MATRIZ,ATIVA,206-2,3,4,SIM
60000,47.89-0-99,MATRIZ,ATIVA,213-5,4,4,NAO
1400000,45.11-1-01,MATRIZ,ATIVA,206-2,99,94,NAO
1400000,00.00-0-00,FILIAL,BAIXADA,206-2,4,4,NAO
10000,47.51-2-01,MATRIZ,ATIVA,206-2,2,2,NAO
60000,46.44-3-01,MATRIZ,ATIVA,206-2,214,193,NAO
15000,45.30-7-03,MATRIZ,ATIVA,213-5,6,6,NAO
40000,47.89-0-99,MATRIZ,ATIVA,213-5,16,16,NAO
30000,47.13-0-01,MATRIZ,ATIVA,206-2,8,8,NAO
40000,47.31-8-00,MATRIZ,ATIVA,206-2,4,4,NAO
?,94.12-0-99,MATRIZ,ATIVA,399-9,4,0,NAO
5000,95.11-8-00,MATRIZ,ATIVA,213-5,6,6,NAO
5000,32.50-7-06,MATRIZ,ATIVA,206-2,11,5,NAO
10000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
500000,86.40-2-02,MATRIZ,ATIVA,206-2,20,14,NAO
230000,45.30-7-03,MATRIZ,ATIVA,213-5,5,5,NAO
10000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
20000,47.44-0-99,MATRIZ,ATIVA,213-5,5,4,NAO
10500,47.12-1-00,MATRIZ,ATIVA,213-5,7,1,NAO
10000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
200000,77.11-0-00,MATRIZ,ATIVA,206-2,2,1,NAO
150000,61.90-6-01,MATRIZ,ATIVA,206-2,5,3,NAO
20000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
5000000,46.45-1-01,MATRIZ,ATIVA,206-2,11,8,NAO
100000,45.41-2-05,MATRIZ,ATIVA,206-2,3,3,NAO
30000,46.84-2-99,MATRIZ,ATIVA,206-2,4,4,NAO
150000,47.31-8-00,MATRIZ,ATIVA,206-2,5,4,NAO
40000,10.91-1-01,MATRIZ,ATIVA,206-2,2,1,NAO
10000,10.91-1-02,MATRIZ,ATIVA,213-5,2,2,NAO
?,10.91-1-01,MATRIZ,ATIVA,213-5,2,2,NAO
20000,47.44-0-99,MATRIZ,ATIVA,206-2,3,2,NAO
100000,45.30-7-05,FILIAL,ATIVA,230-5,6,6,NAO
300000,46.44-3-01,MATRIZ,ATIVA,230-5,3,1,NAO
130000,45.30-7-05,FILIAL,ATIVA,213-5,11,11,NAO
?,47.12-1-00,MATRIZ,ATIVA,213-5,5,5,NAO
300000,47.31-8-00,MATRIZ,ATIVA,206-2,10,10,NAO
300000,47.84-9-00,FILIAL,ATIVA,206-2,2,3,NAO
1200000,86.40-2-05,MATRIZ,ATIVA,206-2,2,1,NAO
100000,47.53-9-00,MATRIZ,ATIVA,213-5,51,46,NAO
15000,47.84-9-00,MATRIZ,ATIVA,213-5,5,3,NAO
300000,00.00-0-00,MATRIZ,BAIXADA,206-2,14,14,NAO
200000,47.31-8-00,MATRIZ,ATIVA,206-2,3,3,NAO
200000,47.51-2-01,MATRIZ,ATIVA,213-5,22,19,NAO
500000,46.39-7-01,MATRIZ,ATIVA,230-5,19,15,NAO
20000,47.71-7-01,MATRIZ,ATIVA,206-2,2,2,NAO
200000,32.30-2-00,MATRIZ,ATIVA,206-2,2,0,NAO
10000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,1,NAO
50000,47.61-0-03,MATRIZ,ATIVA,206-2,8,7,NAO
500000,41.20-4-00,MATRIZ,ATIVA,206-2,2,0,NAO
95000,90.01-9-99,MATRIZ,ATIVA,230-5,11,7,NAO
100000,41.20-4-00,MATRIZ,ATIVA,230-5,24,18,NAO
1000000,26.60-4-00,MATRIZ,ATIVA,206-2,2,1,NAO
100000,77.11-0-00,MATRIZ,ATIVA,213-5,2,2,NAO
25000,45.30-7-03,MATRIZ,ATIVA,213-5,2,2,NAO
70000,31.01-2-00,MATRIZ,ATIVA,230-5,8,6,NAO
30000,47.31-8-00,MATRIZ,ATIVA,206-2,2,2,NAO
30000,47.31-8-00,FILIAL,ATIVA,206-2,2,1,NAO
10000,63.11-9-00,MATRIZ,ATIVA,213-5,2,2,NAO
20000,47.23-7-00,MATRIZ,ATIVA,213-5,3,3,NAO
80000,79.90-2-00,MATRIZ,ATIVA,206-2,2,2,NAO
150000,18.12-1-00,MATRIZ,ATIVA,206-2,6,6,NAO
100000,46.47-8-01,MATRIZ,ATIVA,230-5,3,3,NAO
10000,95.11-8-00,MATRIZ,ATIVA,213-5,3,3,NAO
?,47.42-3-00,MATRIZ,ATIVA,206-2,8,7,NAO
20000,47.44-0-05,MATRIZ,ATIVA,213-5,2,2,NAO
50000,47.31-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
30000,47.31-8-00,MATRIZ,ATIVA,213-5,4,4,NAO
150000.3,47.31-8-00,MATRIZ,ATIVA,206-2,7,6,NAO
50000,10.91-1-01,MATRIZ,ATIVA,206-2,2,2,NAO
15500,47.44-0-99,MATRIZ,ATIVA,213-5,4,4,NAO
12000,23.30-3-01,MATRIZ,ATIVA,206-2,6,6,NAO
200000,47.31-8-00,MATRIZ,ATIVA,206-2,6,5,NAO
?,41.20-4-00,MATRIZ,ATIVA,206-2,2,2,NAO
?,47.31-8-00,MATRIZ,ATIVA,206-2,2,2,NAO
?,58.29-8-00,MATRIZ,ATIVA,206-2,2,2,NAO
20000,47.89-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
?,47.12-1-00,MATRIZ,ATIVA,213-5,3,3,NAO
20000,46.86-9-02,MATRIZ,ATIVA,206-2,9,7,NAO
30000,22.19-6-00,MATRIZ,ATIVA,206-2,5,6,NAO
500000,31.02-1-00,MATRIZ,ATIVA,206-2,3,3,NAO
35000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
70000,45.30-7-03,MATRIZ,ATIVA,206-2,7,6,NAO
100000,47.71-7-01,MATRIZ,ATIVA,213-5,3,3,NAO
20000,45.30-7-03,MATRIZ,ATIVA,206-2,4,3,NAO
70000,77.39-0-03,MATRIZ,ATIVA,213-5,3,1,NAO
?,47.44-0-99,MATRIZ,ATIVA,206-2,2,2,NAO
20000,60.10-1-00,MATRIZ,ATIVA,206-2,14,14,NAO
20000,61.90-6-01,MATRIZ,ATIVA,206-2,2,0,NAO
200000,58.29-8-00,MATRIZ,ATIVA,206-2,13,9,NAO
250000,41.20-4-00,MATRIZ,ATIVA,230-5,4,3,NAO
50000,85.99-6-04,MATRIZ,ATIVA,213-5,2,2,NAO
3000,47.12-1-00,MATRIZ,ATIVA,213-5,5,5,NAO
15000,47.12-1-00,MATRIZ,ATIVA,213-5,4,4,NAO
800000,46.44-3-01,MATRIZ,ATIVA,206-2,71,65,NAO
60000,47.31-8-00,MATRIZ,ATIVA,206-2,2,2,NAO
3500000,41.20-4-00,MATRIZ,ATIVA,230-5,3,1,NAO
240000,46.91-5-00,MATRIZ,ATIVA,206-2,2,2,NAO
600000,43.13-4-00,MATRIZ,ATIVA,206-2,2,1,NAO
25000,47.71-7-01,MATRIZ,ATIVA,213-5,2,2,SIM
1400000,31.01-2-00,MATRIZ,ATIVA,206-2,12,9,NAO
73000,45.30-7-03,MATRIZ,ATIVA,213-5,2,2,NAO
1000000,41.20-4-00,MATRIZ,ATIVA,230-5,2,1,NAO
105000,86.40-2-05,MATRIZ,ATIVA,206-2,25,24,NAO
20000,61.90-6-01,MATRIZ,ATIVA,206-2,2,2,NAO
20000,45.11-1-02,MATRIZ,ATIVA,213-5,2,2,NAO
1000000,22.12-9-00,MATRIZ,ATIVA,206-2,4,2,NAO
90000,47.55-5-01,MATRIZ,ATIVA,230-5,2,2,NAO
50000,25.42-0-00,MATRIZ,ATIVA,213-5,3,3,NAO
15000,61.10-8-03,MATRIZ,ATIVA,206-2,9,9,NAO
450000,45.30-7-03,FILIAL,ATIVA,213-5,13,13,NAO
?,47.82-2-01,MATRIZ,ATIVA,213-5,4,4,NAO
1500000,41.20-4-00,MATRIZ,ATIVA,206-2,2,2,NAO
88000,00.00-0-00,MATRIZ,BAIXADA,230-5,3,3,NAO
30000,86.40-2-02,MATRIZ,ATIVA,213-5,8,8,NAO
6000000,46.44-3-01,MATRIZ,ATIVA,206-2,103,104,NAO
1600000,41.20-4-00,MATRIZ,ATIVA,230-5,5,4,NAO
1000000,41.20-4-00,MATRIZ,ATIVA,206-2,8,1,NAO
?,47.53-9-00,FILIAL,ATIVA,213-5,4,4,NAO
?,60.10-1-00,MATRIZ,ATIVA,206-2,7,7,NAO
2200000,45.41-2-03,FILIAL,ATIVA,206-2,3,3,NAO
50000,47.24-5-00,MATRIZ,ATIVA,213-5,25,21,NAO
15000,18.22-9-99,MATRIZ,ATIVA,213-5,2,2,NAO
11000,47.31-8-00,MATRIZ,ATIVA,206-2,9,11,NAO
950000,28.25-9-00,MATRIZ,ATIVA,206-2,5,5,NAO
200000,41.20-4-00,MATRIZ,ATIVA,206-2,2,1,NAO
3037000,45.11-1-01,MATRIZ,ATIVA,206-2,4,4,NAO
?,46.45-1-01,MATRIZ,ATIVA,206-2,5,5,NAO
30000,41.20-4-00,MATRIZ,ATIVA,206-2,2,2,NAO
70000,46.34-6-01,FILIAL,ATIVA,206-2,7,7,NAO
15000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
150000,18.13-0-99,MATRIZ,ATIVA,206-2,12,6,NAO
80000,60.21-7-00,MATRIZ,ATIVA,213-5,9,2,NAO
20000,47.31-8-00,MATRIZ,ATIVA,206-2,2,2,NAO
20000,61.90-6-01,MATRIZ,ATIVA,206-2,6,5,NAO
2600000,45.41-2-03,MATRIZ,ATIVA,206-2,9,10,NAO
100000,47.21-1-02,MATRIZ,ATIVA,206-2,3,2,NAO
?,10.91-1-02,MATRIZ,ATIVA,213-5,5,4,NAO
396000,47.31-8-00,MATRIZ,ATIVA,206-2,8,9,NAO
396000,47.31-8-00,FILIAL,ATIVA,206-2,2,1,NAO
100000,47.31-8-00,MATRIZ,ATIVA,206-2,2,2,NAO
100000,90.01-9-02,MATRIZ,ATIVA,230-5,4,4,NAO
10000,47.55-5-02,MATRIZ,ATIVA,213-5,4,4,NAO
10000,93.19-1-01,MATRIZ,ATIVA,213-5,13,8,NAO
30000,20.62-2-00,MATRIZ,ATIVA,213-5,49,43,NAO
?,47.31-8-00,MATRIZ,ATIVA,206-2,4,5,NAO
35000,77.39-0-03,MATRIZ,ATIVA,206-2,3,1,NAO
150000,47.31-8-00,MATRIZ,ATIVA,206-2,2,2,NAO
10000,56.11-2-01,MATRIZ,ATIVA,213-5,3,3,NAO
20000,47.63-6-02,MATRIZ,ATIVA,206-2,7,7,NAO
30000,47.12-1-00,MATRIZ,ATIVA,206-2,2,1,NAO
?,45.30-7-03,MATRIZ,ATIVA,213-5,7,7,NAO
20000,86.30-5-02,MATRIZ,ATIVA,206-2,6,6,NAO
15000,47.61-0-03,MATRIZ,ATIVA,213-5,2,1,NAO
12000,47.71-7-01,MATRIZ,ATIVA,213-5,2,2,NAO
100000,47.89-0-99,MATRIZ,ATIVA,206-2,3,3,NAO
13000,47.44-0-99,MATRIZ,ATIVA,213-5,2,1,NAO
50000,85.99-6-04,MATRIZ,ATIVA,213-5,7,7,NAO
80000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
10000,47.71-7-01,MATRIZ,ATIVA,213-5,2,2,NAO
50000,96.09-2-99,MATRIZ,ATIVA,206-2,2,0,NAO
72400,86.40-2-07,MATRIZ,ATIVA,230-5,3,2,NAO
130000,46.47-8-02,MATRIZ,ATIVA,206-2,7,7,NAO
50000,47.12-1-00,MATRIZ,ATIVA,213-5,5,5,NAO
30000,47.21-1-02,MATRIZ,ATIVA,206-2,2,2,NAO
40000,14.12-6-01,MATRIZ,ATIVA,206-2,3,3,NAO
10000,47.73-3-00,MATRIZ,ATIVA,206-2,10,10,NAO
25000,47.24-5-00,MATRIZ,ATIVA,213-5,28,28,NAO
50000,46.49-4-99,MATRIZ,ATIVA,213-5,6,4,NAO
10000,63.11-9-00,MATRIZ,ATIVA,213-5,4,4,NAO
?,47.55-5-02,MATRIZ,ATIVA,213-5,2,2,NAO
16000,47.12-1-00,MATRIZ,ATIVA,213-5,4,4,NAO
20000,61.90-6-01,MATRIZ,ATIVA,213-5,12,12,NAO
7000,47.24-5-00,MATRIZ,ATIVA,213-5,2,2,NAO
150000,47.31-8-00,MATRIZ,ATIVA,206-2,2,0,NAO
100000,47.51-2-01,MATRIZ,ATIVA,206-2,20,17,NAO
20000,45.30-7-03,MATRIZ,ATIVA,206-2,8,7,NAO
25000,47.22-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
200000,10.20-1-02,MATRIZ,ATIVA,206-2,6,5,NAO
30000,42.13-8-00,MATRIZ,ATIVA,206-2,3,0,NAO
8000,47.71-7-01,MATRIZ,ATIVA,213-5,4,4,NAO
200000,81.22-2-00,MATRIZ,ATIVA,206-2,3,2,NAO
100000,47.44-0-99,MATRIZ,ATIVA,206-2,2,2,NAO
5000,47.61-0-03,MATRIZ,ATIVA,213-5,8,8,NAO
100000,47.89-0-05,MATRIZ,ATIVA,206-2,16,10,NAO
600000,46.44-3-01,MATRIZ,ATIVA,206-2,16,15,NAO
50000,45.30-7-05,MATRIZ,ATIVA,213-5,9,9,NAO
500000,46.79-6-99,MATRIZ,ATIVA,206-2,2,2,NAO
50000,47.12-1-00,MATRIZ,ATIVA,213-5,24,19,NAO
20000,86.40-2-02,MATRIZ,ATIVA,213-5,12,11,NAO
112001000,46.44-3-01,MATRIZ,ATIVA,205-4,2,2,NAO
120000,61.90-6-01,MATRIZ,ATIVA,206-2,9,8,NAO
?,45.30-7-03,MATRIZ,ATIVA,213-5,2,2,NAO
?,47.31-8-00,MATRIZ,ATIVA,207-0,3,3,NAO
50000,10.91-1-01,MATRIZ,ATIVA,206-2,3,3,NAO
150000,46.45-1-02,MATRIZ,ATIVA,206-2,3,2,NAO
60000,10.31-7-00,MATRIZ,ATIVA,206-2,2,2,NAO
10000,47.51-2-01,MATRIZ,ATIVA,213-5,5,2,NAO
10000,47.11-3-02,MATRIZ,ATIVA,213-5,15,16,NAO
?,60.10-1-00,MATRIZ,ATIVA,206-2,3,3,NAO
10000,47.24-5-00,MATRIZ,ATIVA,213-5,4,4,NAO
50000,47.31-8-00,MATRIZ,ATIVA,206-2,3,3,NAO
50000,45.30-7-03,MATRIZ,ATIVA,213-5,2,2,NAO
20000,47.22-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
30000,47.12-1-00,MATRIZ,ATIVA,213-5,2,1,NAO
300000,46.45-1-01,MATRIZ,ATIVA,213-5,23,18,NAO
500000,41.20-4-00,MATRIZ,ATIVA,230-5,5,2,NAO
93700,47.71-7-01,MATRIZ,ATIVA,206-2,2,2,NAO
?,45.11-1-01,MATRIZ,ATIVA,206-2,51,28,NAO
?,45.11-1-04,FILIAL,ATIVA,206-2,5,4,NAO
2478000,31.02-1-00,MATRIZ,ATIVA,230-5,6,5,NAO
500000,41.20-4-00,MATRIZ,ATIVA,206-2,11,11,NAO
35000,14.12-6-02,MATRIZ,ATIVA,213-5,11,11,NAO
?,31.02-1-00,MATRIZ,ATIVA,206-2,4,2,NAO
10000,47.12-1-00,MATRIZ,ATIVA,213-5,3,3,NAO
15000,47.84-9-00,MATRIZ,ATIVA,213-5,2,2,NAO
10000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,NAO
10000,47.44-0-99,MATRIZ,ATIVA,213-5,2,1,NAO
60000,47.44-0-99,MATRIZ,ATIVA,206-2,4,4,NAO
100000,77.33-1-00,MATRIZ,ATIVA,230-5,2,0,NAO
?,45.30-7-03,MATRIZ,ATIVA,213-5,3,3,NAO
100000,47.61-0-03,MATRIZ,ATIVA,230-5,9,9,NAO
5000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
94000,62.01-5-01,MATRIZ,ATIVA,230-5,102,98,NAO
15000,47.44-0-99,MATRIZ,ATIVA,213-5,3,3,NAO
50000,45.20-0-01,MATRIZ,ATIVA,213-5,3,3,NAO
20000,47.12-1-00,MATRIZ,ATIVA,213-5,5,4,NAO
800000,61.90-6-01,MATRIZ,ATIVA,206-2,3,2,NAO
10000,47.44-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
10000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
350000,41.20-4-00,MATRIZ,ATIVA,206-2,3,2,NAO
500000,47.56-3-00,MATRIZ,ATIVA,206-2,9,6,NAO
500000,46.49-4-99,FILIAL,ATIVA,206-2,3,3,NAO
135000,46.44-3-01,MATRIZ,ATIVA,230-5,85,77,NAO
10000,62.02-3-00,MATRIZ,ATIVA,206-2,131,126,NAO
?,86.40-2-02,MATRIZ,ATIVA,206-2,2,2,NAO
20000,47.71-7-01,MATRIZ,ATIVA,213-5,8,8,NAO
5000,47.22-9-02,MATRIZ,ATIVA,213-5,3,3,NAO
95000,47.31-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
15000,46.45-1-01,MATRIZ,ATIVA,213-5,32,33,NAO
1600000,45.30-7-05,MATRIZ,ATIVA,206-2,36,35,NAO
?,47.12-1-00,MATRIZ,ATIVA,213-5,8,8,NAO
1010451.21,41.20-4-00,MATRIZ,ATIVA,206-2,4,2,NAO
150000,46.39-7-02,MATRIZ,ATIVA,206-2,6,6,NAO
400000,46.45-1-03,MATRIZ,ATIVA,206-2,6,3,NAO
60000,10.65-1-01,MATRIZ,ATIVA,206-2,4,0,NAO
30000,47.51-2-01,MATRIZ,ATIVA,213-5,3,2,NAO
100000,47.31-8-00,MATRIZ,ATIVA,213-5,6,6,NAO
120000,47.31-8-00,MATRIZ,ATIVA,206-2,7,7,NAO
?,58.29-8-00,MATRIZ,ATIVA,206-2,9,10,NAO
80000,47.11-3-02,MATRIZ,ATIVA,213-5,38,38,NAO
?,86.40-2-01,MATRIZ,ATIVA,206-2,20,16,NAO
25000,82.19-9-01,MATRIZ,ATIVA,213-5,8,8,NAO
200000,61.10-8-03,MATRIZ,ATIVA,230-5,7,7,NAO
10000,47.53-9-00,MATRIZ,ATIVA,213-5,2,2,NAO
40000,47.84-9-00,MATRIZ,ATIVA,213-5,3,3,NAO
6503550,45.11-1-01,FILIAL,ATIVA,206-2,4,4,NAO
15000,45.30-7-03,MATRIZ,ATIVA,213-5,6,6,NAO
40000,47.59-8-99,MATRIZ,ATIVA,213-5,5,3,NAO
100000,46.44-3-01,MATRIZ,ATIVA,206-2,13,12,NAO
80000,47.31-8-00,MATRIZ,ATIVA,206-2,6,6,NAO
20000,47.12-1-00,MATRIZ,ATIVA,206-2,2,2,NAO
250000,47.84-9-00,MATRIZ,ATIVA,206-2,8,5,NAO
93700,47.89-0-05,MATRIZ,ATIVA,230-5,73,54,NAO
6000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
800000,77.19-5-99,MATRIZ,ATIVA,230-5,2,1,NAO
90000,47.31-8-00,MATRIZ,ATIVA,230-5,2,2,NAO
?,47.44-0-99,MATRIZ,ATIVA,206-2,27,26,NAO
30000,47.11-3-02,MATRIZ,ATIVA,206-2,6,6,NAO
60000,62.01-5-01,MATRIZ,ATIVA,206-2,32,31,NAO
